"","year","month","month.year","policy01","policy02","policy03","policy04","policy05","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","total.attention","p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","entropy","herfindahl","date","entropy.ma3","entropy.ma6","epu"
"141",1996,6,Jun 1996,4,3,5,3,3,1,8,6,0,4,0,15,7,2,13,12,8,4,21,12,16,0,0,147,0.0272108843537415,0.0204081632653061,0.0340136054421769,0.0204081632653061,0.0204081632653061,0.00680272108843537,0.054421768707483,0.0408163265306122,0,0.0272108843537415,0,0.102040816326531,0.0476190476190476,0.0136054421768707,0.0884353741496599,0.0816326530612245,0.054421768707483,0.0272108843537415,0.142857142857143,0.0816326530612245,0.108843537414966,0,0,0.889508329314645,0.0324586977648202,1996-06-01,0.852431276250812,0.831744226845423,81.17970276
"142",1996,7,Jul 1996,5,3,7,6,2,3,5,3,0,5,0,11,3,6,14,5,6,4,18,19,13,0,0,138,0.036231884057971,0.0217391304347826,0.0507246376811594,0.0434782608695652,0.0144927536231884,0.0217391304347826,0.036231884057971,0.0217391304347826,0,0.036231884057971,0,0.0797101449275362,0.0217391304347826,0.0434782608695652,0.101449275362319,0.036231884057971,0.0434782608695652,0.0289855072463768,0.130434782608696,0.13768115942029,0.0942028985507246,0,0,0.897657180623373,0.0318210459987398,1996-07-01,0.870200074447829,0.856271311281036,73.61083221
"143",1996,8,Aug 1996,0,0,2,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,3,2,3,0,0,18,0,0,0.111111111111111,0,0,0,0,0.0555555555555556,0.111111111111111,0.222222222222222,0,0,0,0.0555555555555556,0,0,0,0,0.166666666666667,0.111111111111111,0.166666666666667,0,0,0.652008066456873,0.105555555555556,1996-08-01,0.893582754969009,0.865260098798285,83.65825653
"144",1996,9,Sep 1996,2,3,12,3,2,0,5,3,4,10,0,13,3,1,11,11,10,5,20,12,13,0,0,143,0.013986013986014,0.020979020979021,0.0839160839160839,0.020979020979021,0.013986013986014,0,0.034965034965035,0.020979020979021,0.027972027972028,0.0699300699300699,0,0.0909090909090909,0.020979020979021,0.00699300699300699,0.0769230769230769,0.0769230769230769,0.0699300699300699,0.034965034965035,0.13986013986014,0.0839160839160839,0.0909090909090909,0,0,0.889008726460043,0.0310773142940975,1996-09-01,0.774832623540123,0.828807225779303,77.97563171
"134",1996,10,Oct 1996,0,0,0,0,0,0,0,1,2,1,0,4,0,0,1,0,0,0,0,5,3,0,0,17,0,0,0,0,0,0,0,0.0588235294117647,0.117647058823529,0.0588235294117647,0,0.235294117647059,0,0,0.0588235294117647,0,0,0,0,0.294117647058824,0.176470588235294,0,0,0.577510232124056,0.157093425605536,1996-10-01,0.770508396458458,0.835814824487189,64.19595337
"135",1996,11,Nov 1996,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0.2,0,0,0,0,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.528633946819448,0.16,1996-11-01,0.73325947929205,0.781138506995798,74.20866394
"136",1996,12,Dec 1996,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0.1,0,0,0.4,0.1,0.1,0,0,0.574167996558839,0.181,1996-12-01,0.553072089471752,0.708963630496759,69.97416687
"145",1997,1,Jan 1997,7,0,2,0,0,5,0,0,0,1,0,0,0,0,0,3,0,1,1,10,1,0,0,31,0.225806451612903,0,0.0645161290322581,0,0,0.161290322580645,0,0,0,0.032258064516129,0,0,0,0,0,0.0967741935483871,0,0.032258064516129,0.032258064516129,0.32258064516129,0.032258064516129,0,0,0.604756752537467,0.158688865764828,1997-01-01,0.551400971689143,0.644265793683852,74.9683075
"149",1997,2,Feb 1997,11,2,13,3,5,4,5,1,4,8,0,10,1,2,7,14,8,2,9,12,6,0,0,127,0.0866141732283465,0.015748031496063,0.102362204724409,0.0236220472440945,0.0393700787401575,0.031496062992126,0.0393700787401575,0.0078740157480315,0.031496062992126,0.062992125984252,0,0.078740157480315,0.0078740157480315,0.015748031496063,0.0551181102362205,0.110236220472441,0.062992125984252,0.015748031496063,0.0708661417322835,0.094488188976378,0.047244094488189,0,0,0.914619400196377,0.023498046996094,1997-02-01,0.589462374548153,0.634815530899971,87.69728851
"150",1997,3,Mar 1997,10,2,15,12,3,8,12,5,2,18,0,12,4,3,13,9,15,7,21,31,20,0,0,222,0.045045045045045,0.00900900900900901,0.0675675675675676,0.0540540540540541,0.0135135135135135,0.036036036036036,0.0540540540540541,0.0225225225225225,0.00900900900900901,0.0810810810810811,0,0.0540540540540541,0.018018018018018,0.0135135135135135,0.0585585585585586,0.0405405405405405,0.0675675675675676,0.0315315315315315,0.0945945945945946,0.13963963963964,0.0900900900900901,0,0,0.912889774400036,0.0253774044314585,1997-03-01,0.759688076366922,0.639937665647237,75.01231384
"151",1997,4,Apr 1997,2,2,16,5,7,15,9,2,2,8,0,6,3,2,13,10,9,3,13,30,16,0,0,173,0.0115606936416185,0.0115606936416185,0.092485549132948,0.0289017341040462,0.0404624277456647,0.0867052023121387,0.0520231213872832,0.0115606936416185,0.0115606936416185,0.046242774566474,0,0.0346820809248555,0.0173410404624277,0.0115606936416185,0.0751445086705202,0.0578034682080925,0.0520231213872832,0.0173410404624277,0.0751445086705202,0.173410404624277,0.092485549132948,0,0,0.889112289235026,0.0359183400715026,1997-04-01,0.913754587298206,0.707013574102433,75.4542923
"152",1997,5,May 1997,2,6,10,3,3,17,5,5,0,9,0,11,3,0,18,6,5,2,9,19,11,0,0,144,0.0138888888888889,0.0416666666666667,0.0694444444444444,0.0208333333333333,0.0208333333333333,0.118055555555556,0.0347222222222222,0.0347222222222222,0,0.0625,0,0.0763888888888889,0.0208333333333333,0,0.125,0.0416666666666667,0.0347222222222222,0.0138888888888889,0.0625,0.131944444444444,0.0763888888888889,0,0,0.88018978020734,0.034056712962963,1997-05-01,0.901001031817531,0.779109242585549,73.45812988
"153",1997,6,Jun 1997,3,5,9,3,7,8,6,5,3,3,0,10,1,3,8,9,5,6,17,19,15,0,0,145,0.0206896551724138,0.0344827586206897,0.0620689655172414,0.0206896551724138,0.0482758620689655,0.0551724137931034,0.0413793103448276,0.0344827586206897,0.0206896551724138,0.0206896551724138,0,0.0689655172413793,0.00689655172413793,0.0206896551724138,0.0551724137931034,0.0620689655172414,0.0344827586206897,0.0413793103448276,0.117241379310345,0.131034482758621,0.103448275862069,0,0,0.918113476415353,0.0252604042806183,1997-06-01,0.884651034721183,0.840313599315249,78.48297882
"154",1997,7,Jul 1997,1,4,9,2,6,9,10,3,1,2,0,16,6,2,14,14,11,4,15,19,19,0,0,167,0.00598802395209581,0.0239520958083832,0.0538922155688623,0.0119760479041916,0.0359281437125748,0.0538922155688623,0.0598802395209581,0.0179640718562874,0.00598802395209581,0.0119760479041916,0,0.0958083832335329,0.0359281437125748,0.0119760479041916,0.0838323353293413,0.0838323353293413,0.0658682634730539,0.0239520958083832,0.0898203592814371,0.11377245508982,0.11377245508982,0,0,0.894787645952744,0.0292516762881423,1997-07-01,0.899151628311346,0.902984944090826,73.89486694
"155",1997,8,Aug 1997,2,0,2,2,1,0,1,2,1,1,0,0,1,0,3,0,1,0,1,0,0,0,0,18,0.111111111111111,0,0.111111111111111,0.111111111111111,0.0555555555555556,0,0.0555555555555556,0.111111111111111,0.0555555555555556,0.0555555555555556,0,0,0.0555555555555556,0,0.166666666666667,0,0.0555555555555556,0,0.0555555555555556,0,0,0,0,0.788039617141612,0.0537037037037037,1997-08-01,0.906450561184048,0.8990185932421,63.8098793
"156",1997,9,Sep 1997,2,8,9,2,3,5,8,3,3,3,0,5,3,4,18,4,13,3,14,32,14,0,0,156,0.0128205128205128,0.0512820512820513,0.0576923076923077,0.0128205128205128,0.0192307692307692,0.032051282051282,0.0512820512820513,0.0192307692307692,0.0192307692307692,0.0192307692307692,0,0.032051282051282,0.0192307692307692,0.0256410256410256,0.115384615384615,0.0256410256410256,0.0833333333333333,0.0192307692307692,0.0897435897435897,0.205128205128205,0.0897435897435897,0,0,0.873428466381321,0.0475961538461539,1997-09-01,0.841413631547178,0.874048561790415,61.15956116
"146",1997,10,Oct 1997,1,5,11,3,5,1,12,4,1,9,0,13,4,3,14,8,9,3,19,38,16,0,0,179,0.00558659217877095,0.0279329608938547,0.0614525139664804,0.0167597765363128,0.0279329608938547,0.00558659217877095,0.0670391061452514,0.0223463687150838,0.00558659217877095,0.0502793296089385,0,0.0726256983240224,0.0223463687150838,0.0167597765363128,0.0782122905027933,0.0446927374301676,0.0502793296089385,0.0167597765363128,0.106145251396648,0.212290502793296,0.0893854748603352,0,0,0.862916767834527,0.0492618832121344,1997-10-01,0.830734041761467,0.870911797219674,83.65215302
"147",1997,11,Nov 1997,1,0,2,2,0,1,5,3,3,1,0,3,0,0,6,1,9,3,11,15,5,0,0,71,0.0140845070422535,0,0.028169014084507,0.028169014084507,0,0.0140845070422535,0.0704225352112676,0.0422535211267606,0.0422535211267606,0.0140845070422535,0,0.0422535211267606,0,0,0.0845070422535211,0.0140845070422535,0.126760563380282,0.0422535211267606,0.154929577464789,0.211267605633803,0.0704225352112676,0,0,0.80068422335319,0.0668518151160484,1997-11-01,0.868172617107924,0.867457194745111,78.39389038
"148",1997,12,Dec 1997,0,1,1,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,2,5,0,0,0,15,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0,0.0666666666666667,0,0,0.133333333333333,0,0.0666666666666667,0,0.0666666666666667,0,0,0,0,0.133333333333333,0.333333333333333,0,0,0,0.652559371608308,0.132,1997-12-01,0.831800495593858,0.843971344132679,88.74448395
"157",1998,1,Jan 1998,1,1,3,2,2,1,0,0,0,0,0,1,0,0,2,4,1,0,2,9,3,0,0,32,0.03125,0.03125,0.09375,0.0625,0.0625,0.03125,0,0,0,0,0,0.03125,0,0,0.0625,0.125,0.03125,0,0.0625,0.28125,0.09375,0,0,0.753879514100391,0.089453125,1998-01-01,0.726621797480749,0.795525689263792,91.04062653
"161",1998,2,Feb 1998,6,1,12,7,4,5,2,3,1,9,0,4,6,1,9,18,9,3,15,23,15,0,0,153,0.0392156862745098,0.0065359477124183,0.0784313725490196,0.0457516339869281,0.0261437908496732,0.0326797385620915,0.0130718954248366,0.0196078431372549,0.0065359477124183,0.0588235294117647,0,0.0261437908496732,0.0392156862745098,0.0065359477124183,0.0588235294117647,0.117647058823529,0.0588235294117647,0.0196078431372549,0.0980392156862745,0.150326797385621,0.0980392156862745,0,0,0.886388835282711,0.0349096501345636,1998-02-01,0.70321944285435,0.788693668655547,88.81943512
"162",1998,3,Mar 1998,2,7,19,9,4,11,12,10,2,13,0,15,8,3,22,12,14,5,24,40,17,0,0,249,0.00803212851405622,0.0281124497991968,0.0763052208835341,0.036144578313253,0.0160642570281124,0.0441767068273092,0.0481927710843374,0.0401606425702811,0.00803212851405622,0.0522088353413655,0,0.0602409638554217,0.0321285140562249,0.0120481927710843,0.0883534136546185,0.0481927710843374,0.0562248995983936,0.0200803212851406,0.0963855421686747,0.160642570281124,0.0682730923694779,0,0,0.907892043578041,0.0289350171771423,1998-03-01,0.820134174691551,0.791285742435825,78.38832092
"163",1998,4,Apr 1998,2,1,12,1,5,2,3,0,1,10,0,8,4,1,7,3,8,5,7,17,11,0,0,108,0.0185185185185185,0.00925925925925926,0.111111111111111,0.00925925925925926,0.0462962962962963,0.0185185185185185,0.0277777777777778,0,0.00925925925925926,0.0925925925925926,0,0.0740740740740741,0.037037037037037,0.00925925925925926,0.0648148148148148,0.0277777777777778,0.0740740740740741,0.0462962962962963,0.0648148148148148,0.157407407407407,0.101851851851852,0,0,0.872138062401406,0.0378600823045268,1998-04-01,0.897140439430376,0.800280797584528,73.20014191
"164",1998,5,May 1998,2,6,10,5,5,6,3,5,1,6,0,3,2,4,7,5,8,1,22,17,10,0,0,128,0.015625,0.046875,0.078125,0.0390625,0.0390625,0.046875,0.0234375,0.0390625,0.0078125,0.046875,0,0.0234375,0.015625,0.03125,0.0546875,0.0390625,0.0625,0.0078125,0.171875,0.1328125,0.078125,0,0,0.89616333070377,0.035748291015625,1998-05-01,0.890015052989723,0.814571565394171,75.85511017
"165",1998,6,Jun 1998,7,5,7,3,7,3,3,3,4,3,0,12,3,3,16,9,15,3,20,13,16,0,0,155,0.0451612903225806,0.032258064516129,0.0451612903225806,0.0193548387096774,0.0451612903225806,0.0193548387096774,0.0193548387096774,0.0193548387096774,0.0258064516129032,0.0193548387096774,0,0.0774193548387097,0.0193548387096774,0.0193548387096774,0.103225806451613,0.0580645161290323,0.0967741935483871,0.0193548387096774,0.129032258064516,0.0838709677419355,0.103225806451613,0,0,0.908477112663978,0.0282747138397503,1998-06-01,0.884150696552588,0.863292357213264,76.28634644
"166",1998,7,Jul 1998,2,5,13,3,8,5,8,5,2,2,0,11,4,3,12,5,12,1,22,20,18,0,0,161,0.0124223602484472,0.031055900621118,0.0807453416149068,0.0186335403726708,0.0496894409937888,0.031055900621118,0.0496894409937888,0.031055900621118,0.0124223602484472,0.0124223602484472,0,0.0683229813664596,0.0248447204968944,0.0186335403726708,0.0745341614906832,0.031055900621118,0.0745341614906832,0.0062111801242236,0.136645962732919,0.124223602484472,0.111801242236025,0,0,0.891627411362785,0.0334863624088577,1998-07-01,0.902320221683874,0.894211876925981,88.17700958
"167",1998,8,Aug 1998,1,1,1,0,4,1,1,0,0,3,0,2,2,1,1,3,1,0,2,4,3,0,0,31,0.032258064516129,0.032258064516129,0.032258064516129,0,0.129032258064516,0.032258064516129,0.032258064516129,0,0,0.0967741935483871,0,0.0645161290322581,0.0645161290322581,0.032258064516129,0.032258064516129,0.0967741935483871,0.032258064516129,0,0.0645161290322581,0.129032258064516,0.0967741935483871,0,0,0.86158811473209,0.0363163371488033,1998-08-01,0.900052262013382,0.895259592141996,101.4080811
"168",1998,9,Sep 1998,1,3,14,3,6,5,2,6,0,7,0,8,1,1,14,6,17,2,26,20,11,0,0,153,0.0065359477124183,0.0196078431372549,0.0915032679738562,0.0196078431372549,0.0392156862745098,0.0326797385620915,0.0130718954248366,0.0392156862745098,0,0.0457516339869281,0,0.0522875816993464,0.0065359477124183,0.0065359477124183,0.0915032679738562,0.0392156862745098,0.111111111111111,0.0130718954248366,0.169934640522876,0.130718954248366,0.0718954248366013,0,0,0.851581319663623,0.0465718313469179,1998-09-01,0.876607763047437,0.885998806372806,123.9614716
"158",1998,10,Oct 1998,1,0,4,2,1,1,5,4,1,0,0,1,1,0,5,6,7,1,9,11,4,0,0,64,0.015625,0,0.0625,0.03125,0.015625,0.015625,0.078125,0.0625,0.015625,0,0,0.015625,0.015625,0,0.078125,0.09375,0.109375,0.015625,0.140625,0.171875,0.0625,0,0,0.828991439568252,0.051513671875,1998-10-01,0.856584717197856,0.881887457825249,109.8813477
"159",1998,11,Nov 1998,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0.341505373045429,0.34375,1998-11-01,0.840286379615938,0.868453079598146,92.94631958
"160",1998,12,Dec 1998,0,0,3,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,12,0,0,0.25,0,0,0.166666666666667,0.0833333333333333,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.0833333333333333,0.25,0,0,0,0.559874817852187,0.154166666666667,1998-12-01,0.585248406306841,0.755058731674436,91.40618134
"169",1999,1,Jan 1999,3,0,2,1,1,3,0,2,0,1,0,0,1,0,2,3,4,2,4,3,1,0,0,33,0.0909090909090909,0,0.0606060606060606,0.0303030303030303,0.0303030303030303,0.0909090909090909,0,0.0606060606060606,0,0.0303030303030303,0,0,0.0303030303030303,0,0.0606060606060606,0.0909090909090909,0.121212121212121,0.0606060606060606,0.121212121212121,0.0909090909090909,0.0303030303030303,0,0,0.8516623530949,0.0358126721763086,1999-01-01,0.450690095448808,0.688708212972316,98.64504242
"173",1999,2,Feb 1999,7,1,6,11,4,5,7,8,1,11,0,5,8,1,9,21,13,3,15,21,15,0,0,172,0.0406976744186047,0.00581395348837209,0.0348837209302326,0.063953488372093,0.0232558139534884,0.0290697674418605,0.0406976744186047,0.0465116279069767,0.00581395348837209,0.063953488372093,0,0.0290697674418605,0.0465116279069767,0.00581395348837209,0.0523255813953488,0.122093023255814,0.0755813953488372,0.0174418604651163,0.0872093023255814,0.122093023255814,0.0872093023255814,0,0,0.905524050360618,0.0268050297458085,1999-02-01,0.705768585473543,0.686723060644878,82.3835907
"174",1999,3,Mar 1999,6,4,20,13,7,7,6,10,4,14,0,20,9,7,27,20,13,6,28,24,21,0,0,266,0.0225563909774436,0.0150375939849624,0.075187969924812,0.0488721804511278,0.0263157894736842,0.0263157894736842,0.0225563909774436,0.037593984962406,0.0150375939849624,0.0526315789473684,0,0.075187969924812,0.0338345864661654,0.0263157894736842,0.101503759398496,0.075187969924812,0.0488721804511278,0.0225563909774436,0.105263157894737,0.0902255639097744,0.0789473684210526,0,0,0.928977628699673,0.0202216066481994,1999-03-01,0.878593201727759,0.697511606784277,66.00053406
"175",1999,4,Apr 1999,3,5,16,6,8,11,9,3,2,3,0,7,4,2,7,12,15,5,15,18,15,0,0,166,0.0180722891566265,0.0301204819277108,0.0963855421686747,0.036144578313253,0.0481927710843374,0.0662650602409639,0.0542168674698795,0.0180722891566265,0.0120481927710843,0.0180722891566265,0,0.0421686746987952,0.0240963855421687,0.0120481927710843,0.0421686746987952,0.072289156626506,0.0903614457831325,0.0301204819277108,0.0903614457831325,0.108433734939759,0.0903614457831325,0,0,0.920951540636011,0.0223980258382929,1999-04-01,0.917250839530146,0.717508844610562,67.53295135
"176",1999,5,May 1999,5,4,7,9,9,13,10,9,3,7,0,17,7,4,18,5,17,2,16,15,13,0,0,190,0.0263157894736842,0.0210526315789474,0.0368421052631579,0.0473684210526316,0.0473684210526316,0.068421052631579,0.0526315789473684,0.0473684210526316,0.0157894736842105,0.0368421052631579,0,0.0894736842105263,0.0368421052631579,0.0210526315789474,0.0947368421052632,0.0263157894736842,0.0894736842105263,0.0105263157894737,0.0842105263157895,0.0789473684210526,0.068421052631579,0,0,0.936670763380325,0.0170720221606648,1999-05-01,0.924964584667842,0.833398078128678,67.08853149
"177",1999,6,Jun 1999,4,3,14,6,5,15,12,8,2,2,0,7,3,1,24,14,20,8,16,17,8,0,0,189,0.0211640211640212,0.0158730158730159,0.0740740740740741,0.0317460317460317,0.0264550264550265,0.0793650793650794,0.0634920634920635,0.0423280423280423,0.0105820105820106,0.0105820105820106,0,0.037037037037037,0.0158730158730159,0.00529100529100529,0.126984126984127,0.0740740740740741,0.105820105820106,0.0423280423280423,0.0846560846560847,0.0899470899470899,0.0423280423280423,0,0,0.904404723832578,0.0272192827748383,1999-06-01,0.928811152008168,0.908757267234306,73.01111603
"178",1999,7,Jul 1999,2,3,17,3,7,10,13,8,3,3,0,10,5,2,10,3,10,1,13,18,17,0,0,158,0.0126582278481013,0.0189873417721519,0.107594936708861,0.0189873417721519,0.0443037974683544,0.0632911392405063,0.0822784810126582,0.0506329113924051,0.0189873417721519,0.0189873417721519,0,0.0632911392405063,0.0316455696202532,0.0126582278481013,0.0632911392405063,0.0189873417721519,0.0632911392405063,0.00632911392405063,0.0822784810126582,0.113924050632911,0.107594936708861,0,0,0.90468786753803,0.0270549591411633,1999-07-01,0.920537743606452,0.919305741381841,79.81311798
"179",1999,8,Aug 1999,2,0,4,7,0,3,1,1,2,2,0,5,3,2,6,1,4,2,4,3,7,0,0,59,0.0338983050847458,0,0.0677966101694915,0.11864406779661,0,0.0508474576271186,0.0169491525423729,0.0169491525423729,0.0338983050847458,0.0338983050847458,0,0.0847457627118644,0.0508474576271186,0.0338983050847458,0.101694915254237,0.0169491525423729,0.0677966101694915,0.0338983050847458,0.0677966101694915,0.0508474576271186,0.11864406779661,0,0,0.896746390981072,0.0275208273484631,1999-08-01,0.904546295685304,0.919138504817324,69.55317688
"180",1999,9,Sep 1999,3,2,18,5,4,7,5,3,3,4,0,12,1,1,11,6,15,1,19,17,11,0,0,148,0.0202702702702703,0.0135135135135135,0.121621621621622,0.0337837837837838,0.027027027027027,0.0472972972972973,0.0337837837837838,0.0202702702702703,0.0202702702702703,0.027027027027027,0,0.0810810810810811,0.00675675675675676,0.00675675675675676,0.0743243243243243,0.0405405405405405,0.101351351351351,0.00675675675675676,0.128378378378378,0.114864864864865,0.0743243243243243,0,0,0.882018155877328,0.0356144996347699,1999-09-01,0.900717129259551,0.912692257273603,69.81623077
"170",1999,10,Oct 1999,2,3,12,7,3,1,11,12,0,9,0,12,3,2,11,17,12,2,23,20,11,0,0,173,0.0115606936416185,0.0173410404624277,0.069364161849711,0.0404624277456647,0.0173410404624277,0.00578034682080925,0.0635838150289017,0.069364161849711,0,0.0520231213872832,0,0.069364161849711,0.0173410404624277,0.0115606936416185,0.0635838150289017,0.0982658959537572,0.069364161849711,0.0115606936416185,0.132947976878613,0.115606936416185,0.0635838150289017,0,0,0.883753280027444,0.0316382104313542,1999-10-01,0.8893822734292,0.904905580321867,62.71154785
"171",1999,11,Nov 1999,1,0,5,1,0,0,3,2,0,2,0,4,2,3,9,4,5,1,8,4,6,0,0,60,0.0166666666666667,0,0.0833333333333333,0.0166666666666667,0,0,0.05,0.0333333333333333,0,0.0333333333333333,0,0.0666666666666667,0.0333333333333333,0.05,0.15,0.0666666666666667,0.0833333333333333,0.0166666666666667,0.133333333333333,0.0666666666666667,0.1,0,0,0.848622941070425,0.041,1999-11-01,0.882885717952386,0.89432208365129,82.06382751
